exon_group	group	VAF
first	fs_indel_expressed	0.116009281
middle	fs_indel_expressed	0.40625
penultimate_within_50bp	fs_indel_expressed	0.369863014
middle	fs_indel_expressed	0.140127389
middle	fs_indel_expressed	0.128813559
middle	fs_indel_expressed	0.461538462
middle	fs_indel_expressed	0.214285714
middle	fs_indel_expressed	0.428571429
last	fs_indel_expressed	0.196721311
middle	fs_indel_expressed	0.066666667
middle	fs_indel_expressed	0.196721311
last	fs_indel_expressed	0.428571429
last	fs_indel_expressed	0.468085106
last	fs_indel_expressed	0.5
middle	fs_indel_expressed	0.052104208
middle	fs_indel_expressed	0.113207547
last	fs_indel_expressed	0.230769231
middle	fs_indel_expressed	0.532467532
middle	fs_indel_expressed	0.333333333
middle	fs_indel_expressed	0.21686747
middle	fs_indel_expressed	0.375
middle	fs_indel_expressed	0.108433735
middle	fs_indel_expressed	0.050058207
last	fs_indel_expressed	0.233333333
penultimate_within_50bp	fs_indel_expressed	0.444444444
middle	fs_indel_expressed	0.35
middle	fs_indel_expressed	0.258503401
penultimate_within_50bp	fs_indel_expressed	0.209150327
middle	fs_indel_expressed	0.481203008
penultimate_50bp_plus	fs_indel_expressed	0.067484663
middle	fs_indel_expressed	0.090909091
middle	fs_indel_expressed	0.1171875
penultimate_within_50bp	fs_indel_expressed	0.205202312
last	fs_indel_expressed	0.23255814
middle	fs_indel_expressed	0.28
middle	fs_indel_expressed	0.2
middle	fs_indel_expressed	0.417582418
last	fs_indel_expressed	0.31147541
middle	fs_indel_expressed	0.744186047
middle	fs_indel_expressed	0.224043716
last	fs_indel_expressed	0.134920635
middle	fs_indel_expressed	0.208053691
middle	fs_indel_expressed	0.109489051
middle	fs_indel_expressed	0.111913357
middle	fs_indel_expressed	0.280373832
middle	fs_indel_expressed	0.128913444
middle	fs_indel_expressed	0.125
last	fs_indel_expressed	0.157894737
last	fs_indel_expressed	0.265780731
middle	fs_indel_expressed	0.204081633
middle	fs_indel_expressed	0.5
middle	fs_indel_expressed	0.158730159
middle	fs_indel_expressed	0.230769231
last	fs_indel_expressed	0.775
middle	fs_indel_expressed	0.333333333
middle	fs_indel_expressed	0.272727273
middle	fs_indel_expressed	0.266666667
penultimate_within_50bp	fs_indel_expressed	0.17961165
middle	fs_indel_expressed	0.107142857
last	fs_indel_expressed	0.375
middle	fs_indel_expressed	0.126984127
last	fs_indel_expressed	0.0875
middle	fs_indel_expressed	0.194174757
penultimate_within_50bp	fs_indel_expressed	0.591731266
penultimate_50bp_plus	fs_indel_expressed	0.285714286
last	fs_indel_expressed	0.388888889
last	fs_indel_expressed	0.298701299
middle	fs_indel_expressed	0.132653061
last	fs_indel_expressed	0.177083333
middle	fs_indel_expressed	0.052631579
middle	fs_indel_expressed	0.116564417
last	fs_indel_expressed	0.28125
last	fs_indel_expressed	0.816091954
last	fs_indel_expressed	0.126168224
middle	fs_indel_expressed	0.092957746
middle	fs_indel_expressed	0.05704698
penultimate_within_50bp	fs_indel_expressed	0.12345679
middle	fs_indel_expressed	0.434782609
last	fs_indel_expressed	0.75
last	fs_indel_expressed	0.315789474
middle	fs_indel_expressed	0.101449275
middle	fs_indel_expressed	0.266666667
penultimate_within_50bp	fs_indel_expressed	0.32183908
middle	fs_indel_expressed	0.180327869
middle	fs_indel_expressed	0.100917431
last	fs_indel_expressed	0.318471338
middle	fs_indel_expressed	0.5
middle	fs_indel_expressed	0.04845815
middle	fs_indel_expressed	0.485714286
penultimate_50bp_plus	fs_indel_expressed	0.157894737
penultimate_within_50bp	fs_indel_expressed	0.064665127
first	fs_indel_expressed	0.2
penultimate_within_50bp	fs_indel_expressed	0.134920635
middle	fs_indel_expressed	0.285714286
middle	fs_indel_expressed	0.109375
middle	fs_indel_expressed	0.104347826
middle	fs_indel_expressed	0.568965517
penultimate_within_50bp	fs_indel_expressed	0.314136126
middle	fs_indel_expressed	0.150197628
first	fs_indel_expressed	0.162790698
penultimate_within_50bp	fs_indel_expressed	0.274247492
middle	fs_indel_expressed	0.210526316
last	fs_indel_expressed	0.27027027
penultimate_within_50bp	fs_indel_expressed	0.231481481
middle	fs_indel_expressed	0.130434783
middle	fs_indel_expressed	0.050632911
middle	fs_indel_expressed	0.4
last	fs_indel_expressed	0.222222222
middle	fs_indel_expressed	0.291925466
last	fs_indel_expressed	0.263803681
middle	fs_indel_expressed	0.379310345
middle	fs_indel_expressed	0.303030303
penultimate_50bp_plus	fs_indel_expressed	0.0875
middle	fs_indel_expressed	0.385483871
middle	fs_indel_expressed	0.166666667
middle	fs_indel_expressed	0.077205882
middle	fs_indel_expressed	0.151020408
penultimate_within_50bp	fs_indel_expressed	0.209219858
last	fs_indel_expressed	0.316455696
middle	fs_indel_expressed	0.368421053
last	fs_indel_expressed	0.160427807
middle	fs_indel_expressed	0.187919463
penultimate_within_50bp	fs_indel_expressed	0.302588997
middle	fs_indel_expressed	0.233333333
middle	fs_indel_expressed	0.192307692
middle	fs_indel_expressed	0.411764706
middle	fs_indel_expressed	0.089552239
middle	fs_indel_expressed	0.176470588
last	fs_indel_expressed	0.248275862
middle	fs_indel_expressed	0.102564103
last	fs_indel_expressed	0.254901961
last	fs_indel_expressed	0.096551724
last	fs_indel_expressed	0.357798165
middle	fs_indel_expressed	0.16
middle	fs_indel_expressed	0.080808081
middle	fs_indel_expressed	0.114285714
middle	fs_indel_expressed	0.4
middle	fs_indel_expressed	0.164705882
middle	fs_indel_expressed	0.3
penultimate_within_50bp	fs_indel_expressed	0.338164251
middle	fs_indel_expressed	0.208791209
middle	fs_indel_expressed	0.228
last	fs_indel_expressed	0.318181818
last	fs_indel_expressed	0.31147541
middle	fs_indel_expressed	0.151515152
last	fs_indel_expressed	0.964285714
middle	fs_indel_expressed	0.395348837
middle	fs_indel_expressed	0.299539171
middle	fs_indel_expressed	0.428571429
middle	fs_indel_expressed	0.160714286
last	fs_indel_expressed	0.269230769
middle	fs_indel_expressed	0.126984127
last	fs_indel_expressed	0.263619048
middle	fs_indel_expressed	0.210191083
last	fs_indel_expressed	0.137931034
penultimate_within_50bp	fs_indel_expressed	0.542857143
penultimate_50bp_plus	fs_indel_expressed	0.436619718
penultimate_within_50bp	fs_indel_expressed	0.894230769
middle	fs_indel_expressed	1
first	fs_indel_expressed	0.437238494
penultimate_within_50bp	fs_indel_expressed	0.388888889
middle	fs_indel_expressed	0.084745763
penultimate_within_50bp	fs_indel_expressed	0.396226415
middle	fs_indel_expressed	0.178571429
middle	fs_indel_expressed	0.056074766
middle	fs_indel_expressed	0.214285714
last	fs_indel_expressed	0.34439834
middle	fs_indel_expressed	0.142857143
middle	fs_indel_expressed	0.238888889
middle	fs_indel_expressed	0.163636364
penultimate_50bp_plus	fs_indel_expressed	0.571428571
middle	fs_indel_expressed	0.111587983
middle	fs_indel_expressed	0.050632911
penultimate_within_50bp	fs_indel_expressed	0.130434783
middle	fs_indel_expressed	0.138461538
middle	fs_indel_expressed	0.112359551
last	fs_indel_expressed	0.5
last	fs_indel_expressed	0.290909091
first	fs_indel_expressed	0.692307692
middle	fs_indel_expressed	0.451612903
middle	fs_indel_expressed	0.057971014
middle	fs_indel_expressed	0.235294118
middle	fs_indel_expressed	0.78125
middle	fs_indel_expressed	0.295918367
middle	fs_indel_expressed	0.857142857
middle	fs_indel_expressed	0.8
first	fs_indel_expressed	0.055944056
last	fs_indel_expressed	0.461538462
last	fs_indel_expressed	0.279816514
middle	fs_indel_expressed	0.290322581
middle	fs_indel_expressed	0.454545455
last	fs_indel_expressed	0.083544304
middle	fs_indel_expressed	0.1
middle	fs_indel_expressed	0.295454545
middle	fs_indel_expressed	0.163636364
last	fs_indel_expressed	0.369230769
middle	fs_indel_expressed	0.72
middle	fs_indel_expressed	0.347826087
middle	fs_indel_expressed	0.739130435
penultimate_within_50bp	fs_indel_expressed	0.5625
middle	fs_indel_expressed	0.337837838
middle	fs_indel_expressed	0.204301075
middle	fs_indel_expressed	0.263157895
middle	fs_indel_expressed	0.152380952
middle	fs_indel_expressed	0.85
middle	fs_indel_expressed	0.054380665
last	fs_indel_expressed	0.4048
middle	fs_indel_expressed	0.163636364
first	fs_indel_expressed	0.896551724
middle	fs_indel_expressed	0.433333333
middle	fs_indel_expressed	0.411764706
last	fs_indel_expressed	0.535714286
last	fs_indel_expressed	0.389233954
middle	fs_indel_expressed	0.15942029
middle	fs_indel_expressed	0.428571429
middle	fs_indel_expressed	0.615384615
penultimate_within_50bp	fs_indel_expressed	0.636363636
middle	fs_indel_expressed	0.383333333
penultimate_50bp_plus	fs_indel_expressed	0.885714286
